,material_id,formula_pretty,nsites,crystal_system,formation_energy_per_atom,volume,density,band_gap,A_ions,B_ions,C_ions,Tolerance_factor,Octahedral_factor
0,mp-1522833,BaCaEuWO6,10,Cubic,-2.844937338,158.7362284,6.372895317,0.0,Ba; Ca,Eu; W,O,0.8896857750158966,0.6321428571428572
1,mp-1522876,BaCaEuWO6,20,Tetragonal,-2.921278307,305.4000635,6.624814381,0.1556,Ba; Ca,Eu; W,O,0.8896857750158966,0.6321428571428572
2,mp-1519427,BaCaFeBiO6,10,Cubic,-2.147983424,141.1438916,6.332166541,0.2216,Ba; Ca,Fe; Bi,O,0.9892613118789899,0.4678571428571429
3,mp-1521698,BaCaFeWO6,10,Cubic,-2.498643676,132.0801659,6.450627966,0.0,Ba; Ca,Fe; W,O,0.972694734885801,0.4928571428571428
4,mp-1519159,BaCaGaBiO6,10,Cubic,-2.262215306,139.2522776,6.583673926,0.0373,Ba; Ca,Ga; Bi,O,0.972694734885801,0.4928571428571428
5,mp-1523201,BaCaGdBiO6,20,Triclinic,-2.781578738,315.7113133,6.728511442,1.4407,Ba; Ca,Gd; Bi,O,0.9039270768836479,0.6064285714285714
6,mp-1523231,BaCaGdBiO6,40,Orthorhombic,-2.780642847,634.0130855,6.701020004,1.5525,Ba; Ca,Gd; Bi,O,0.9039270768836479,0.6064285714285714
7,mp-1523232,BaCaGdBiO6,10,Cubic,-2.671635551,163.6131347,6.491737928,1.7011,Ba; Ca,Gd; Bi,O,0.9039270768836479,0.6064285714285714
8,mp-1516983,BaCaGdNbO6,10,Cubic,-3.309836872,155.2113538,5.601317984,2.5616,Ba; Ca,Gd; Nb,O,0.9287035157201114,0.5635714285714285
9,mp-1517031,BaCaGdNbO6,40,Orthorhombic,-3.40090976,595.6660674,5.838090803,2.8243,Ba; Ca,Gd; Nb,O,0.9287035157201114,0.5635714285714285
10,mp-1521131,BaCaGdSbO6,40,Orthorhombic,-3.023915166,595.8910661,6.157506046,3.3444,Ba; Ca,Gd; Sb,O,0.9372669414067885,0.5492857142857143
11,mp-1521194,BaCaGdSbO6,10,Cubic,-2.961382866,152.9486125,5.99744382,3.2399,Ba; Ca,Gd; Sb,O,0.9372669414067885,0.5492857142857143
12,mp-1521197,BaCaGdSbO6,20,Triclinic,-3.02423553,297.0324576,6.176434171,3.3061,Ba; Ca,Gd; Sb,O,0.9372669414067885,0.5492857142857143
13,mp-1521804,BaCaHfNbO6,10,Cubic,-3.380671267,140.9651372,6.417600941,0.0,Ba; Ca,Hf; Nb,O,0.9703732677381023,0.4964285714285715
14,mp-1520046,BaCaHfSnO6,10,Cubic,-3.143207672,141.9462468,6.675103693,3.6182,Ba; Ca,Hf; Sn,O,0.9680628551958687,0.5
15,mp-1521252,BaCaHfWO6,10,Cubic,-3.056130819,141.0703002,7.483196846,0.0,Ba; Ca,Hf; W,O,0.9750273361685008,0.4892857142857144
16,mp-1516790,BaCaHfZrO6,10,Cubic,-3.635092758,146.4952979,6.156268171,3.3163,Ba; Ca,Hf; Zr,O,0.9611971611873874,0.5107142857142857
17,mp-1518025,BaCaInBiO6,20,Triclinic,-2.287276574,299.9060852,6.613227589,0.8219,Ba; Ca,In; Bi,O,0.9325376128033597,0.5571428571428572
18,mp-1518032,BaCaInBiO6,40,Orthorhombic,-2.280773597,600.0764177,6.610315415,0.5144,Ba; Ca,In; Bi,O,0.9325376128033597,0.5571428571428572
19,mp-1518191,BaCaInBiO6,10,Cubic,-2.181698493,153.334955,6.467368114,0.0,Ba; Ca,In; Bi,O,0.9325376128033597,0.5571428571428572
20,mp-1520258,BaCaInSbO6,10,Cubic,-2.46537779,141.7988571,5.972126535,0.9295,Ba; Ca,In; Sb,O,0.9680628551958687,0.5
21,mp-1519241,BaCaLaBiO6,40,Orthorhombic,-2.779050503,640.5432399,6.44248019,1.9504,Ba; Ca,La; Bi,O,0.885423343166953,0.64
22,mp-1522279,BaCaLaBiO6,20,Triclinic,-2.764965399,331.0214823,6.233261819,1.6524,Ba; Ca,La; Bi,O,0.885423343166953,0.64
23,mp-1522285,BaCaLaBiO6,10,Cubic,-2.622496967,173.176766,5.957333697,2.2304,Ba; Ca,La; Bi,O,0.885423343166953,0.64
24,mp-1522312,BaCaLaBiO6,40,Orthorhombic,-2.75802344,661.6994517,6.236497738,1.8574,Ba; Ca,La; Bi,O,0.885423343166953,0.64
25,mp-39886,BaCaLaBiO6,10,Cubic,-2.619979907,159.3406088,6.474631865,2.154,Ba; Ca,La; Bi,O,0.885423343166953,0.64
26,mp-1522537,BaCaLaSbO6,40,Orthorhombic,-2.995120407,628.8020608,5.641450352,3.5874,Ba; Ca,La; Sb,O,0.9173880847975288,0.582857142857143
27,mp-1522593,BaCaLaSbO6,10,Cubic,-2.906904776,162.6975771,5.450842709,3.2198,Ba; Ca,La; Sb,O,0.9173880847975288,0.582857142857143
28,mp-1522764,BaCaLaSbO6,20,Triclinic,-3.001689648,313.3263185,5.660800574,3.5067,Ba; Ca,La; Sb,O,0.9173880847975288,0.582857142857143
29,mp-1518884,BaCaMnSnO6,10,Cubic,-2.428504817,129.1334248,5.748651594,0.0,Ba; Ca,Mn; Sn,O,1.0114089531897135,0.4357142857142857
30,mp-1516715,BaCaMnWO6,10,Cubic,-2.670369829,138.5922101,6.136665089,1.8852,Ba; Ca,Mn; W,O,0.9989837817746063,0.4535714285714286
31,mp-1518821,BaCaNbInO6,10,Cubic,-2.876486858,143.8584821,5.55357002,3.4029,Ba; Ca,Nb; In,O,0.9589301867506245,0.5142857142857143
32,mp-1519910,BaCaNbWO6,10,Cubic,-2.81802165,141.5545472,6.453638541,0.7631,Ba; Ca,Nb; W,O,0.9820927516479826,0.47857142857142854
33,mp-1522813,BaCaNdBiO6,10,Cubic,-2.610041731,170.5547617,6.100875106,2.0717,Ba; Ca,Nd; Bi,O,0.8949733638174441,0.6224999999999999
34,mp-1522977,BaCaNdBiO6,40,Orthorhombic,-2.737684738,652.1100782,6.382562299,1.6982,Ba; Ca,Nd; Bi,O,0.8949733638174441,0.6224999999999999
35,mp-1522982,BaCaNdBiO6,20,Triclinic,-2.742185084,325.1538998,6.400251085,1.6266,Ba; Ca,Nd; Bi,O,0.8949733638174441,0.6224999999999999
39,mp-1519641,BaCaNdNbO6,40,Orthorhombic,-3.351773511,614.214945,5.521115121,2.9859,Ba; Ca,Nd; Nb,O,0.9192548025825565,0.5796428571428571
40,mp-1519686,BaCaNdNbO6,20,Triclinic,-3.349478302,306.1079869,5.539142338,3.0381,Ba; Ca,Nd; Nb,O,0.9192548025825565,0.5796428571428571
41,mp-1519688,BaCaNdNbO6,10,Cubic,-3.236454223,161.0859135,5.262954636,2.8393,Ba; Ca,Nd; Nb,O,0.9192548025825565,0.5796428571428571
42,mp-1521688,BaCaNdSbO6,40,Orthorhombic,-2.978807009,616.7123571,5.809518217,3.486,Ba; Ca,Nd; Sb,O,0.9276440775319753,0.5653571428571429
43,mp-1521716,BaCaNdSbO6,10,Cubic,-2.900372718,158.3789005,5.655427683,3.2332,Ba; Ca,Nd; Sb,O,0.9276440775319753,0.5653571428571429
44,mp-1521785,BaCaNdSbO6,20,Triclinic,-2.98277485,306.0058623,5.854138947,3.4966,Ba; Ca,Nd; Sb,O,0.9276440775319753,0.5653571428571429
45,mp-1517136,BaCaNiBiO6,10,Cubic,-1.890207294,138.8242667,6.472042166,0.0,Ba; Ca,Ni; Bi,O,0.9773711518804442,0.4857142857142857
46,mp-1522866,BaCaPrBiO6,40,Orthorhombic,-2.720245042,658.7613622,6.28450022,1.6968,Ba; Ca,Pr; Bi,O,0.8935964817192633,0.625
47,mp-1522981,BaCaPrBiO6,10,Cubic,-2.585965672,172.0556808,6.015474041,2.095,Ba; Ca,Pr; Bi,O,0.8935964817192633,0.625
48,mp-1523003,BaCaPrBiO6,20,Triclinic,-2.72593808,328.4088143,6.303098068,1.6029,Ba; Ca,Pr; Bi,O,0.8935964817192633,0.625
49,mp-1520023,BaCaPrFeO6,10,Cubic,-2.505544629,146.5922957,5.325717586,0.2192,Ba; Ca,Pr; Fe,O,0.9600623357314401,0.5125000000000001
50,mp-1517150,BaCaPrSbO6,40,Orthorhombic,-2.96463136,622.0173367,5.724365206,3.4194,Ba; Ca,Pr; Sb,O,0.9261649184106261,0.5678571428571428
51,mp-1517193,BaCaPrSbO6,10,Cubic,-2.875172902,160.4841604,5.546738056,3.1894,Ba; Ca,Pr; Sb,O,0.9261649184106261,0.5678571428571428
52,mp-1521701,BaCaPrSbO6,10,Cubic,-2.877298764,148.4656832,5.995753232,2.9508,Ba; Ca,Pr; Sb,O,0.9261649184106261,0.5678571428571428
53,mp-1516788,BaCaSmBiO6,20,Triclinic,-2.766995775,320.1284011,6.564194082,1.6736,Ba; Ca,Sm; Bi,O,0.8999256290001435,0.6135714285714285
54,mp-1516910,BaCaSmBiO6,40,Orthorhombic,-2.764705291,642.2209772,6.544118085,1.7306,Ba; Ca,Sm; Bi,O,0.8999256290001435,0.6135714285714285
55,mp-1516958,BaCaSmBiO6,10,Cubic,-2.648081017,166.491242,6.310797285,2.0601,Ba; Ca,Sm; Bi,O,0.8999256290001435,0.6135714285714285
59,mp-1522546,BaCaSmNbO6,20,Triclinic,-3.378542953,302.6859578,5.668892203,3.0694,Ba; Ca,Sm; Nb,O,0.9244802164217026,0.5707142857142857
60,mp-1522556,BaCaSmNbO6,40,Orthorhombic,-3.382709786,603.991952,5.681844139,2.9882,Ba; Ca,Sm; Nb,O,0.9244802164217026,0.5707142857142857
61,mp-1522614,BaCaSmNbO6,10,Cubic,-3.281202116,157.7021112,5.440301507,2.8486,Ba; Ca,Sm; Nb,O,0.9244802164217026,0.5707142857142857
62,mp-1517996,BaCaSmSbO6,40,Orthorhombic,-3.013015076,604.6270412,5.992848712,3.3997,Ba; Ca,Sm; Sb,O,0.9329655786651327,0.5564285714285714
63,mp-1518047,BaCaSmSbO6,10,Cubic,-2.939564956,155.1749646,5.837665882,3.2805,Ba; Ca,Sm; Sb,O,0.9329655786651327,0.5564285714285714
64,mp-1518167,BaCaSmSbO6,20,Triclinic,-3.010186335,302.0824076,5.997433639,3.5056,Ba; Ca,Sm; Sb,O,0.9329655786651327,0.5564285714285714
65,mp-1518342,BaCaSnWO6,10,Cubic,-2.53401021,150.9288892,6.33669144,2.5835,Ba; Ca,Sn; W,O,0.9797262630897946,0.4821428571428572
66,mp-1518393,BaCaSnWO6,40,Orthorhombic,-2.573686414,600.6065411,6.369493069,2.1807,Ba; Ca,Sn; W,O,0.9797262630897946,0.4821428571428572
67,mp-1518423,BaCaSnWO6,20,Triclinic,-2.578346735,299.3548953,6.389672026,1.9316,Ba; Ca,Sn; W,O,0.9797262630897946,0.4821428571428572
68,mp-1518633,BaCaTbBiO6,40,Orthorhombic,-2.802971252,626.5412279,6.798694348,1.7213,Ba; Ca,Tb; Bi,O,0.9069515930900397,0.6010714285714286
69,mp-1518827,BaCaTbBiO6,20,Triclinic,-2.80273517,312.9892298,6.804806522,1.7053,Ba; Ca,Tb; Bi,O,0.9069515930900397,0.6010714285714286
70,mp-1518866,BaCaTbBiO6,10,Cubic,-2.701063238,161.6072863,6.589527,1.9458,Ba; Ca,Tb; Bi,O,0.9069515930900397,0.6010714285714286
71,mp-1521829,BaCaTbFeO6,10,Cubic,-2.616356253,137.8869874,5.878932284,0.1801,Ba; Ca,Tb; Fe,O,0.9809080800537149,0.48035714285714287
72,mp-1520770,BaCaTbNbO6,10,Cubic,-3.343693336,153.060088,5.6982205,2.853,Ba; Ca,Tb; Nb,O,0.9318963996843109,0.5582142857142858
73,mp-1517107,BaCaTbSbO6,10,Cubic,-2.994353553,150.6200959,6.108631713,3.338,Ba; Ca,Tb; Sb,O,0.9405190820778736,0.5439285714285715
74,mp-1519861,BaCaTbSnO6,40,Orthorhombic,-2.87321759,608.5735197,6.014182484,0.0,Ba; Ca,Tb; Sn,O,0.9566738804288584,0.5178571428571429
75,mp-1519885,BaCaTbSnO6,10,Cubic,-2.799010109,156.8497834,5.833722118,0.0,Ba; Ca,Tb; Sn,O,0.9566738804288584,0.5178571428571429
76,mp-1519927,BaCaTbSnO6,20,Triclinic,-2.874660422,304.1477975,6.016930309,0.0,Ba; Ca,Tb; Sn,O,0.9566738804288584,0.5178571428571429
77,mp-1521723,BaCaTbTiO6,10,Cubic,-3.244659401,147.6257261,5.401365347,0.0,Ba; Ca,Tb; Ti,O,0.9761978371723045,0.48750000000000004
78,mp-1522202,BaCaYNbO6,10,Cubic,-3.34302936,152.0773712,4.970496336,2.8545,Ba; Ca,Y; Nb,O,0.9368350211572922,0.55
79,mp-1520388,BaCaYSbO6,10,Cubic,-2.988677561,149.7154164,5.368936606,3.375,Ba; Ca,Y; Sb,O,0.9455497655401507,0.5357142857142857
80,mp-1517517,BaCaYVO6,10,Cubic,-3.084479229,140.3906627,4.887901236,1.6203,Ba; Ca,Y; V,O,0.9589301867506245,0.5142857142857143
81,mp-1519061,BaCaZrNbO6,10,Cubic,-3.313915328,143.5929264,5.290994579,0.0,Ba; Ca,Zr; Nb,O,0.9680628551958687,0.5
82,mp-1519645,BaCaZrSnO6,10,Cubic,-3.064837114,144.845946,5.541040922,3.7375,Ba; Ca,Zr; Sn,O,0.9657634184851895,0.5035714285714286
83,mp-1519763,BaCaZrWO6,10,Cubic,-2.979708477,143.6110528,6.341769703,0.0,Ba; Ca,Zr; W,O,0.972694734885801,0.4928571428571428
84,mp-1517518,BaCeEuCrO6,10,Cubic,-3.026705817,142.9487898,6.707258088,0.0,Ba; Ce,Eu; Cr,O,0.9116286977180825,0.5928571428571429
85,mp-1516530,BaCeEuHfO6,10,Cubic,-3.601280226,161.0090583,7.259482802,0.1746,Ba; Ce,Eu; Hf,O,0.9122423136241078,0.5917857142857144
86,mp-1516655,BaCeEuHfO6,40,Orthorhombic,-3.842771915,635.6799847,7.354911387,0.0,Ba; Ce,Eu; Hf,O,0.9122423136241078,0.5917857142857144
87,mp-1522488,BaCeEuNbO6,10,Cubic,-3.298153577,159.4034207,6.44106344,0.0,Ba; Ce,Eu; Nb,O,0.8819661587467784,0.6464285714285715
88,mp-1522522,BaCeEuNbO6,20,Triclinic,-3.336233135,326.8221696,6.283096071,0.0,Ba; Ce,Eu; Nb,O,0.8819661587467784,0.6464285714285715
89,mp-1523236,BaCeEuNiO6,10,Cubic,-2.6483047,141.1318463,6.872407474,0.0,Ba; Ce,Eu; Ni,O,0.9618793451200964,0.5096428571428572
90,mp-1522543,BaCeEuSbO6,20,Triclinic,-2.974857121,314.5396823,6.833097181,0.0,Ba; Ce,Eu; Sb,O,0.8896857750158966,0.6321428571428572
91,mp-1522608,BaCeEuSbO6,10,Cubic,-2.928202497,160.6058934,6.691162355,0.0,Ba; Ce,Eu; Sb,O,0.8896857750158966,0.6321428571428572
92,mp-1522633,BaCeEuSbO6,40,Orthorhombic,-2.856191035,646.8231571,6.645650183,0.0,Ba; Ce,Eu; Sb,O,0.8896857750158966,0.6321428571428572
93,mp-1518915,BaCeEuWO6,20,Triclinic,-3.086258468,312.0158698,7.549144049,0.057,Ba; Ce,Eu; W,O,0.8858091485452393,0.6392857142857143
94,mp-1519018,BaCeEuWO6,10,Cubic,-2.971880385,158.024141,7.452825663,0.0,Ba; Ce,Eu; W,O,0.8858091485452393,0.6392857142857143
95,mp-1519155,BaCeEuWO6,40,Orthorhombic,1.840616877,682.5011225,6.902414279,0.0,Ba; Ce,Eu; W,O,0.8858091485452393,0.6392857142857143
96,mp-1520190,BaCeInSbO6,10,Cubic,-2.619405721,156.9001493,6.45606603,0.3105,Ba; Ce,In; Sb,O,0.9001015219232428,0.5571428571428572
97,mp-1520321,BaCeInSbO6,40,Orthorhombic,-2.511068672,700.9311903,5.780640029,0.6038,Ba; Ce,In; Sb,O,0.9001015219232428,0.5571428571428572
98,mp-1518977,BaCeNbInO6,10,Cubic,-2.996178318,158.3784502,6.093285796,0.7648,Ba; Ce,Nb; In,O,0.9499682223884693,0.5285714285714286
99,mp-1519083,BaCeNbInO6,40,Orthorhombic,-2.999941961,633.209184,6.096217081,0.4042,Ba; Ce,Nb; In,O,0.9499682223884693,0.5285714285714286
125,mp-1272506,Ba2FeWO6,20,Monoclinic,-2.639823302,284.6447376,7.121057525,2.5062,Ba,Fe; W,O,1.0183690963500038,0.4928571428571428
126,mp-18845,Ba2FeWO6,20,Cubic,-2.640170902,285.0753212,7.110301735,0.0,Ba,Fe; W,O,1.0183690963500038,0.4928571428571428
127,mp-1520715,Ba2GdBiO6,40,Cubic,-2.79697157,673.7089537,7.264973096,1.5941,Ba,Gd; Bi,O,0.9463723483199236,0.6064285714285714
128,mp-1520731,Ba2GdBiO6,10,Cubic,-2.791320897,168.5925841,7.257848039,1.6632,Ba,Gd; Bi,O,0.9463723483199236,0.6064285714285714
129,mp-1078907,Ba2GdMoO6,10,Tetragonal,-3.008848844,156.8506711,6.604443256,0.0,Ba,Gd; Mo,O,0.9790208883953578,0.5528571428571429
130,mp-1079839,Ba2GdMoO6,10,Triclinic,-3.040581022,158.0013067,6.55634677,0.9083,Ba,Gd; Mo,O,0.9790208883953578,0.5528571428571429
131,mp-19996,Ba2GdNbO6,10,Cubic,-3.418899239,159.292733,6.471568987,2.6644,Ba,Gd; Nb,O,0.9723122025452297,0.5635714285714285
132,mp-22531,Ba2GdNbO6,10,Tetragonal,-3.423956167,158.5415112,6.502233408,2.71,Ba,Gd; Nb,O,0.9723122025452297,0.5635714285714285
133,mp-1205929,Ba2GdPaO6,10,Cubic,-3.703111186,174.5999472,7.217890738,3.1597,Ba,Gd; Pa,O,0.9421830063618893,0.6135714285714285
134,mp-1207285,Ba2GdReO6,10,Cubic,-3.008614165,154.4884496,7.675675679,0.0,Ba,Gd; Re,O,0.9858227935949551,0.5421428571428571
135,mp-1214941,Ba2GdReO6,20,Monoclinic,-3.005307976,312.7138399,7.583951101,0.0,Ba,Gd; Re,O,0.9858227935949551,0.5421428571428571
136,mp-2646935,Ba2GdRuO6,20,Monoclinic,-2.818141672,306.141979,6.82317352,0.1467,Ba,Gd; Ru,O,0.9892593127452977,0.5367857142857143
137,mp-1516185,Ba2GdSbO6,40,Cubic,-3.055887995,630.9962256,6.838623944,3.4853,Ba,Gd; Sb,O,0.9812777369163246,0.5492857142857143
138,mp-608408,Ba2GdSbO6,10,Cubic,-1.058155442,195.6833322,5.512919584,0.0,Ba,Gd; Sb,O,0.9812777369163246,0.5492857142857143
139,mp-753668,Ba2GdSbO6,10,Cubic,-3.056831461,154.0189925,7.004243157,3.4839,Ba,Gd; Sb,O,0.9812777369163246,0.5492857142857143
140,mp-1205547,Ba2GdTaO6,10,Cubic,-3.539904886,158.8618389,7.409395922,3.2148,Ba,Gd; Ta,O,0.9723122025452297,0.5635714285714285
141,mp-1205549,Ba2GdTaO6,10,Tetragonal,-3.543877061,158.1157751,7.444356899,3.3076,Ba,Gd; Ta,O,0.9723122025452297,0.5635714285714285
142,mp-1205845,Ba2GdUO6,10,Cubic,-3.618613176,174.3554687,7.29461227,0.8429,Ba,Gd; U,O,0.9463723483199236,0.6064285714285714
143,mp-1519934,Ba2GdWO6,40,Cubic,-3.04947458,631.4531973,7.486684647,0.0,Ba,Gd; W,O,0.9767743971415823,0.5564285714285714
144,mp-1519973,Ba2GdWO6,10,Cubic,-3.042118881,157.644543,7.497073587,0.0,Ba,Gd; W,O,0.9767743971415823,0.5564285714285714
145,mp-1207009,Ba2HfUO6,10,Cubic,-3.605063459,162.4548289,8.046085181,0.1879,Ba,Hf; U,O,0.9674506415325034,0.5714285714285715
146,mp-1205837,Ba2HoMoO6,10,Cubic,-3.046044359,152.8852677,6.859162053,0.0,Ba,Ho; Mo,O,0.9874235265003515,0.5396428571428572
147,mp-12641,Ba2HoNbO6,10,Cubic,-3.468750714,155.6667424,6.704241164,2.8516,Ba,Ho; Nb,O,0.9805995905881171,0.5503571428571429
148,mp-1205699,Ba2HoPaO6,10,Cubic,-3.751961185,169.5375521,7.50864217,3.4556,Ba,Ho; Pa,O,0.9499626919756785,0.6003571428571429
149,mp-13933,Ba2HoReO6,10,Cubic,-3.050409026,150.7151807,7.952461732,0.0,Ba,Ho; Re,O,0.9943431027196954,0.5289285714285714
150,mp-6609,Ba2HoRuO6,10,Cubic,-2.855974535,149.6032595,7.066579941,0.076,Ba,Ho; Ru,O,0.9978393864845324,0.5235714285714286
151,mp-6687,Ba2HoSbO6,10,Cubic,-3.099882216,153.7683881,7.098597826,3.4155,Ba,Ho; Sb,O,0.9897193263759626,0.5360714285714285
152,mp-13000,Ba2HoTaO6,10,Tetragonal,-3.59033972,154.2876647,7.711723001,3.448,Ba,Ho; Ta,O,0.9805995905881171,0.5503571428571429
153,mp-13001,Ba2HoTaO6,10,Cubic,-3.589574164,154.5778122,7.697247852,3.3782,Ba,Ho; Ta,O,0.9805995905881171,0.5503571428571429
154,mp-1205585,Ba2HoUO6,10,Cubic,-3.66624756,169.8491762,7.563233708,0.8732,Ba,Ho; U,O,0.9542216594357801,0.5932142857142858
155,mp-1228393,Ba2InBiO6,10,Cubic,-2.282841988,159.1193053,7.247136732,0.0,Ba,In; Bi,O,0.9763263354915174,0.5571428571428572
156,mp-1523085,Ba2InBiO6,40,Cubic,-2.285416509,639.9805501,7.207465052,0.208,Ba,In; Bi,O,0.9763263354915174,0.5571428571428572
157,mp-638553,Ba2InIrO6,30,Trigonal,-2.187871523,452.6835255,7.457680817,0.0,Ba,In; Ir,O,1.0208112284755433,0.4892857142857144
158,mp-1207040,Ba2InOsO6,10,Cubic,-2.319753973,145.0339639,7.736281627,0.4224,Ba,In; Os,O,1.0195887000582073,0.4910714285714286
159,mp-1205875,Ba2InReO6,10,Cubic,-2.490053616,145.7739351,7.651184288,0.0,Ba,In; Re,O,1.0183690963500038,0.4928571428571428
160,mp-616601,Ba2InRuO6,30,Trigonal,-2.283057114,435.7091519,6.706101465,0.3628,Ba,In; Ru,O,1.0220366921351778,0.48750000000000004
161,mp-1206536,Ba2InSbO6,10,Cubic,-2.535739394,147.9132489,6.817012594,0.524,Ba,In; Sb,O,1.013519719700718,0.5
162,mp-1078409,Ba2LaBiO6,10,Monoclinic,-2.788171482,176.632935,6.755011727,1.8278,Ba,La; Bi,O,0.9269997436287055,0.64
163,mp-1520455,Ba2LaBiO6,10,Cubic,-2.759974619,178.5856856,6.681148846,1.9852,Ba,La; Bi,O,0.9269997436287055,0.64
164,mp-1520526,Ba2LaBiO6,40,Cubic,-2.774621209,713.0588111,6.693178899,1.7697,Ba,La; Bi,O,0.9269997436287055,0.64
165,mp-1522286,Ba2LaCrO6,40,Cubic,-2.828075711,615.9212455,6.055832566,0.4783,Ba,La; Cr,O,0.9849104171085181,0.5435714285714286
166,mp-1522336,Ba2LaCrO6,10,Cubic,-2.803620028,155.331117,6.003169245,0.0,Ba,La; Cr,O,0.9849104171085181,0.5435714285714286
167,mp-1080123,Ba2LaIrO6,10,Cubic,-2.709495557,162.0622682,7.190577296,0.0,Ba,La; Ir,O,0.967011091036578,0.5721428571428572
168,mp-1188273,Ba2LaIrO6,20,Monoclinic,-2.709878017,323.6362633,7.20142579,0.0,Ba,La; Ir,O,0.967011091036578,0.5721428571428572
169,mp-15889,Ba2LaIrO6,10,Monoclinic,-2.711853709,161.576878,7.212178383,0.0,Ba,La; Ir,O,0.967011091036578,0.5721428571428572
170,mp-550081,Ba2LaIrO6,10,Trigonal,-2.711734302,161.3764824,7.221134389,0.0,Ba,La; Ir,O,0.967011091036578,0.5721428571428572
171,mp-1516258,Ba2LaNbO6,40,Cubic,-3.374454718,672.5071658,5.950343152,2.9716,Ba,La; Nb,O,0.9518745131357371,0.5971428571428572
172,mp-1516433,Ba2LaNbO6,10,Cubic,-3.36448944,169.3840527,5.906176444,2.9563,Ba,La; Nb,O,0.9518745131357371,0.5971428571428572
173,mp-553281,Ba2LaNbO6,10,Monoclinic,-3.387981168,166.5763049,6.005728743,3.0639,Ba,La; Nb,O,0.9518745131357371,0.5971428571428572
174,mp-1205623,Ba2LaPaO6,10,Cubic,-3.651471889,188.2316891,6.533339521,3.3736,Ba,La; Pa,O,0.9229797967786244,0.6471428571428572
175,mp-1207161,Ba2LaPuO6,10,Cubic,-3.35336109,181.1084692,6.90916867,0.0,Ba,La; Pu,O,0.9310548606174573,0.6328571428571429
176,mp-20958,Ba2LaReO6,10,Cubic,-2.961409793,164.0427561,7.042928649,0.0,Ba,La; Re,O,0.9648193161248902,0.5757142857142857
177,mp-12911,Ba2LaRuO6,10,Trigonal,-2.780421626,161.3447029,6.284483433,0.2437,Ba,La; Ru,O,0.9681107170213817,0.5703571428571429
178,mp-554410,Ba2LaRuO6,10,Monoclinic,-2.77892913,161.3229283,6.285331682,0.2196,Ba,La; Ru,O,0.9681107170213817,0.5703571428571429
179,mp-1523089,Ba2LaSbO6,40,Cubic,-3.024986852,666.2520119,6.293862664,3.8812,Ba,La; Sb,O,0.9604654383445431,0.582857142857143
180,mp-1523148,Ba2LaSbO6,10,Cubic,-3.023843161,166.6506167,6.290553771,3.8803,Ba,La; Sb,O,0.9604654383445431,0.582857142857143
181,mp-551269,Ba2LaSbO6,10,Trigonal,-3.031905944,161.7969399,6.47926139,3.8961,Ba,La; Sb,O,0.9604654383445431,0.582857142857143
182,mp-556375,Ba2LaSbO6,20,Monoclinic,-3.02484648,333.8755549,6.279732972,3.8497,Ba,La; Sb,O,0.9604654383445431,0.582857142857143
183,mp-13055,Ba2LaTaO6,10,Monoclinic,-3.506661578,162.0157176,7.077143312,3.6213,Ba,La; Ta,O,0.9518745131357371,0.5971428571428572
184,mp-13056,Ba2LaTaO6,10,Trigonal,-3.506252752,165.9172979,6.910722794,3.6248,Ba,La; Ta,O,0.9518745131357371,0.5971428571428572
185,mp-557713,Ba2LaTaO6,20,Monoclinic,-3.506657074,322.5610867,7.109403458,3.6315,Ba,La; Ta,O,0.9518745131357371,0.5971428571428572
186,mp-1205700,Ba2LaUO6,10,Cubic,-3.567626822,183.8636421,6.751708605,0.8498,Ba,La; U,O,0.9269997436287055,0.64
187,mp-1517555,Ba2LaVO6,10,Cubic,-3.093003466,156.6087753,5.943011673,1.714,Ba,La; V,O,0.9736465742779083,0.5614285714285715
188,mp-1517648,Ba2LaVO6,40,Cubic,-3.088492062,626.425727,5.943100607,1.7202,Ba,La; V,O,0.9736465742779083,0.5614285714285715
189,mp-1522271,Ba2LaWO6,10,Cubic,-2.995303345,167.19398,6.886676967,0.0,Ba,La; W,O,0.9561506789629415,0.5900000000000001
190,mp-1522426,Ba2LaWO6,40,Cubic,-3.064883092,668.4571608,6.889960932,1.9219,Ba,La; W,O,0.9561506789629415,0.5900000000000001
192,mp-10584,Ba2LiOsO6,10,Cubic,-2.442012323,138.3161813,6.81691476,0.0,Ba,Li; Os,O,1.0420520985907014,0.4589285714285715
193,mp-6270,Ba2LiReO6,10,Cubic,-2.741621016,139.6237497,6.705229381,1.8198,Ba,Li; Re,O,1.0407781962696858,0.46071428571428574
196,mp-1078394,Ba2LuBiO6,10,Trigonal,-2.864327496,159.8929827,7.836736206,1.4518,Ba,Lu; Bi,O,0.9628551962775426,0.5789285714285715
197,mp-1205706,Ba2LuBiO6,10,Cubic,-2.86266777,160.3320421,7.815275786,1.4061,Ba,Lu; Bi,O,0.9628551962775426,0.5789285714285715
198,mp-1188660,Ba2LuIrO6,20,Tetragonal,-2.81482624,290.9864743,8.421029526,0.0,Ba,Lu; Ir,O,1.0060937893507482,0.5110714285714286
199,mp-22594,Ba2LuIrO6,10,Cubic,-2.816694967,145.6102565,8.414261987,0.0,Ba,Lu; Ir,O,1.0060937893507482,0.5110714285714286
